school_code|school_name|district|block|clustor
29270110501|J.S.S. H.S. ARAKALAVADI|CHAMRAJNAGAR|CHAMARAJA NAGAR|ARAKALA VADI
29270110502|GOVT IND PU COLLEGE ARAKALAVADI (PU SECTION)|CHAMRAJNAGAR|CHAMARAJA NAGAR|ARAKALA VADI
29270110601|GHS YANAGALLI|CHAMRAJNAGAR|CHAMARAJA NAGAR|YANAGALLI
29270111101|GHS YARAGANAHALLI|CHAMRAJNAGAR|CHAMARAJA NAGAR|YARAGANA HALLI
29270111501|GPU COLLEGE CHANDAKAVADI|CHAMRAJNAGAR|CHAMARAJA NAGAR|CHANDAKAVADI
29270111502|GOVT PU COLLEGE CHANDAKAVADI (PU SECTION)|CHAMRAJNAGAR|CHAMARAJA NAGAR|CHANDAKAVADI
29270112201|SRI GURUMALLESHWARA HS ALUR|CHAMRAJNAGAR|CHAMARAJA NAGAR|ALUR
29270112202|GOVT PU COLLEGE ALUR (PU SECTION)|CHAMRAJNAGAR|CHAMARAJA NAGAR|ALUR
29270112501|ST PHILOMENAS HS NAGAVALLI|CHAMRAJNAGAR|CHAMARAJA NAGAR|NAGAVALLI
29270113301|GHS JYOTHIGOWDANAPURA|CHAMRAJNAGAR|CHAMARAJA NAGAR|JOTHIGOWDAN PURA
29280500308|SES ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|HEBBEL WARD NO 96
29280500309|SUNDER EDUCATION SOCIETY|BANGALORE NORTH|NORTH2|HEBBEL WARD NO 96
29280500310|KENDRIYA VIDHYALAYA HEBBALA|BANGALORE NORTH|NORTH2|HEBBEL WARD NO 96
29280500401|ST CLARET HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500402|MOTHER TERASA HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500403|G.PU COLLEGE [HS]  SRIRAMPURA|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500404|BEL COMPOSITE P U COLLEGE HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500405|PARAMANAND HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500406|GREEN VALLEY HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500409|ST. MICHELS ENG HIGH SCHOOL|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500412|B.E.L SCHOOL CBSEV,JALAHALLI VILLAGE|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500413|G.PU COLLEGE [HS] JALAHALLI|BANGALORE NORTH|NORTH2|JALA HALLI WARD NO 2
29280500701|THIRUMALA VIDYA NIKETHAN|BANGALORE NORTH|NORTH2|MALLESWARAM WARD NO 7
29280500705|B.P.INDIAN HIGH SCHOOL|BANGALORE NORTH|NORTH2|MALLESWARAM WARD NO 7
29280500706|SRIVIDYA MANDIR HIGH SCHOOL|BANGALORE NORTH|NORTH2|MALLESWARAM WARD NO 7
29280500707|NIRMALA JYOTHI SCHOOL|BANGALORE NORTH|NORTH2|MALLESWARAM WARD NO 7
29280500801|BAPUJI MEMORIAL ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|GANDHINAGAR WARD NO 27
29280500803|SMT VHD CENTRAL INST. OF HOME SCIENCE|BANGALORE NORTH|NORTH2|GANDHINAGAR WARD NO 27
29280500806|MAHILA VIDYALAYA HIGH SCHOOL|BANGALORE NORTH|NORTH2|GANDHINAGAR WARD NO 27
29280500807|KUMAR ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|GANDHINAGAR WARD NO 27
29280500901|NAVKIS EDUCATIONAL CENTER (CBSE)|BANGALORE NORTH|NORTH2|MS RAMAIAH VIDYNIKETAN
29280501002|VIVEKAVARDHINI HIGH SCHOOL|BANGALORE NORTH|NORTH2|PRAKASH NAGAR WARD NO 23
29280501003|SRI  RENUKA HIGH SCHOOL|BANGALORE NORTH|NORTH2|PRAKASH NAGAR WARD NO 23
29280501004|MSS HIGH SCHOOL|BANGALORE NORTH|NORTH2|PRAKASH NAGAR WARD NO 23
29280501005|GHS PRAKASH NAGAR|BANGALORE NORTH|NORTH2|PRAKASH NAGAR WARD NO 23
29280501006|CHANDRA HIGH SCHOOL|BANGALORE NORTH|NORTH2|PRAKASH NAGAR WARD NO 23
29280501101|GUHS RAMACHADRAPURA|BANGALORE NORTH|NORTH2|RAMACHANDRAPURA WARD NO
29280501102|MORNING STAR ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|RAMACHANDRAPURA WARD NO
29280501201|PRINCETON PUBLIC ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|SANJAYA NAGAR
29280501202|DAFFODILS ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|SANJAYA NAGAR
29280501203|MANJUSHA ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|SANJAYA NAGAR
29280501204|SANDEEPANI NIKETHAN SCHOOL|BANGALORE NORTH|NORTH2|SANJAYA NAGAR
29280501205|PAVITHRA VIDYANIKETHANA HIGH SCHOOL|BANGALORE NORTH|NORTH2|SANJAYA NAGAR
29280501301|S.V.S.ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|SEVASGRANA WARD NO 26
29280501601|SRI VANI PUBLIC SCHOOL|BANGALORE NORTH|NORTH2|SUBRAMARYANAGAR WARD NO
29280502201|HMT SECONDARY SCHOOL|BANGALORE NORTH|NORTH2|H M T WARD NO 1
29280502202|KENNETH GEORGE ENG SCHOOL|BANGALORE NORTH|NORTH2|H M T WARD NO 1
29280502301|SATHYA KANNADA AIDED HIGH SCHOOL|BANGALORE NORTH|NORTH2|BHASYAM NAGAR W NO.24
29280502302|SATHYA ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|BHASYAM NAGAR W NO.24
29280502303|GANDHI VIDYA SHALA HIGH SCHOOL|BANGALORE NORTH|NORTH2|BHASYAM NAGAR W NO.24
29280502401|RAJA RAJESHWARI EINGLISH SCHOOL|BANGALORE NORTH|NORTH2|YESHWANTHPUR W NO.3
29280502501|FIVE H ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|GAYATHRINAGAR W NO.8
29280502502|S V N HIGH SCHOOL|BANGALORE NORTH|NORTH2|GAYATHRINAGAR W NO.8
29280502503|BISHOP SERGEANT CENTRAL SCHOOL,DEVINAGAR|BANGALORE NORTH|NORTH2|GAYATHRINAGAR W NO.8
29280502601|VIDYA DAYINEE EDUCATION SOCIETY|BANGALORE NORTH|NORTH2|PALACE GUTTA HALLI
29280502602|A U ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|PALACE GUTTA HALLI
29280502603|GHS PLACE GUTTAHALLI|BANGALORE NORTH|NORTH2|PALACE GUTTA HALLI
29280502604|SUN SHINE ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|PALACE GUTTA HALLI
29280502701|ST.PHILOMENAS HIGH  SCHOOL|BANGALORE NORTH|NORTH2|OKALIPURAM
29280502702|SHAMA VIDYA SHALAA|BANGALORE NORTH|NORTH2|OKALIPURAM
29280502801|M.S.RAMAIAH VIDYANIKETAN|BANGALORE NORTH|NORTH2|MATHIKERE
29280502802|SILVER WING HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502803|BALAK ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502804|CAMBRIDGE ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502805|NEW CORMEL ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502806|SHANKAR ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502807|JEEVANA JOTHI VIDYALAYA|BANGALORE NORTH|NORTH2|MATHIKERE
29280502808|ST.CHARLES ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502809|ST CHARLES ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502810|IYER HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502811|DECCAN ENGLISH HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502812|JYOTHI ENGLISH NURSERY PRIMARY AND HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502813|BRUHATH BANGALORE MAHANAGARA PALIKE GIRLS HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502816|M S RAMAIAH HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502817|PANCHAJANYA VIDYA PEETHA HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502818|ST. LOURDES HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502819|ST. ANTONY HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502820|GNANA TEJA ENGLISH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29280502821|ADARSH VIDYA DHAMA HIGH SCHOOL|BANGALORE NORTH|NORTH2|MATHIKERE
29200904102|CHRIST VIDYALAYA HIGH SCHOOL|BANGALORE|SOUTH3|LAKKASANDRA W NO63
29200904201|KHALASA PUBLIC SCHOOL HOSUR ROAD MADIVALA BANGALORE|BANGALORE|SOUTH3|MADIWALA W NO 66
29200904202|NEW CHRIST CONVENT AND HIGH SCHOOL BANGALORE (S3)|BANGALORE|SOUTH3|MADIWALA W NO 66
29200904203|OUR LADY OF FATHIMA HIGH SCHOOL MADIVALA BANGALORE(S3)|BANGALORE|SOUTH3|MADIWALA W NO 66
29200904204|GOVT PU COLLEGE MADIWALA|BANGALORE|SOUTH3|MADIWALA W NO 66
29200904206|CARMAEL GARDEN SCHOOL MADIVALA|BANGALORE|SOUTH3|MADIWALA W NO 66
29200904302|SHREE DHANRAJ PHOOLCHAND HINDI HIGH SCHOOL NO. 2 VICTORIA ROAD BANGALORE(S3)|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904303|GOVERNMENT HIGH SCHOOL CHS EJIPURA VIVEKNAGAR POST BANGALORE(S3)|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904304|MODERN ENGLISH HIGH SCHOOL EJIPURA VIVEKNAGAR BANGALORE 47(S3)|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904305|EVEREST HIGH SCHOOL NEAR 80FT ROAD KORAMANGALA EXTENSION EJIPURA BANGALORE(S3)|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904306|HOLY CHRIST HIGH SCHOOL|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904307|MODERN COMPOSITE PU COLLEGE|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904308|SATYABHAMA GOPAL ENGLISH SCHOOL|BANGALORE|SOUTH3|EEGIPURA W NO 68
29200904401|ATFAA HIGH SCHOOL BDA LAYOUT NEELASANDRA BANGALORE(S3)|BANGALORE|SOUTH3|NEELASANDRA W NO 69
29200904402|BRIGHT HIGH SCHOOL SOUTH CROSS STREET R.K.GARDEN NEELASANADRA BANGALORE(S3)|BANGALORE|SOUTH3|NEELASANDRA W NO 69
29200904403|CORPORATION JUNIOR COLLEGE|BANGALORE|SOUTH3|NEELASANDRA W NO 69
29200904801|SHREE VIDYANIKETAN PRIMARY AND HIGH SCHOOL|BANGALORE|SOUTH3|PARAPPANA AGRAHARA
29200904901|VIDYANIKETHAN NURSERY PRIMARY & HIGH SCHOOL DOMMALUR LAYOUT BANGALORE (S3)|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904902|515 ARMY BASE WORKSHOP HIGH SCHOOL ULSOOR BANGALORE(S3)|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904903|OUR LADY OF BON SECOURSE GIRL HIGH SCHOOL NO. CAMPBELL ROOD AUSTIN TOWN BANGALORE(S3)|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904904|L R CAMBRIDGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904905|KAIRALEE NIKETHAN ENGLISH|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904906|BBMP GIRLS HIGH SCHOOL AUSTIN TOWN|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904907|BBMP COMP PU COLLEGE FOR GIRLS|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904908|KAIRALEE NIKETHAN COMPOSITE PU COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904909|BALDWIN METHODIST PU COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904910|BALDWIN GIRLS PU COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904911|MITNALYA GIRLS COMPOSITE JUNIOR COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904912|AL-AMEEN PU COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904913|SRI BHAGWAN MAHAVEER JAIN COLLEGE|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904914|WISDOM HIGH SCHOOL|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904915|NIRMALA GIRLS HIGH SCHOOL|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904916|ST MICHAELS HIGH SCHOOL|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904917|PADMAVATHI MOTESSORI SCHOOL SHANTHINAGARA|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200904918|RASTRIYA MILTARY SCHOOL JOHNSON MARKET|BANGALORE|SOUTH3|SHANTHINAGAR W NO 70
29200905001|K.V.K HIGH SCHOOL|BANGALORE|SOUTH3|SINGASANDRA
29200905002|SADHGURU SAINATHPU COLLEGE|BANGALORE|SOUTH3|SINGASANDRA
29200905003|NEW BISHOP COTTON HIGH SCHOOL|BANGALORE|SOUTH3|SINGASANDRA
29200905401|R.J.S HIGH SCHOOL|BANGALORE|SOUTH3|ROOPENA AGRAHARA(BOMMANAHALLI)
29200905402|SRI SADGURU SAI BABA HIGH SCHOOL|BANGALORE|SOUTH3|ROOPENA AGRAHARA(BOMMANAHALLI)
29200905501|GHS YADIYOORU|BANGALORE|SOUTH3|YADIYURU BMP W NO 59
29200905502|SAAHI VIDYAKENDRA JAYANAGAR|BANGALORE|SOUTH3|YADIYURU BMP W NO 59
29200905503|SUDHARSHAN VIDYA MANDIR ICSE ACADEMY|BANGALORE|SOUTH3|YADIYURU BMP W NO 59
29200905504|GOVT PU COLLEGE YADIYURA|BANGALORE|SOUTH3|YADIYURU BMP W NO 59
29200905603|GLITZY PUBLIC SCHOOL ANNAPOORNESHWARI LAYOUT CHUNCHUNGATTA KOTHNUR MAIN ROAD BANGALORE(S3)|BANGALORE|SOUTH3|KONANAKUNTE
29200905604|SILICON CITY ACADEMY|BANGALORE|SOUTH3|KONANAKUNTE
29200905605|SUNMARGA CENTRAL SCHOOL|BANGALORE|SOUTH3|KONANAKUNTE
29200905801|NEW BLOSSOM ENGLISH SCHOOL NEKARAR COLONY|BANGALORE|SOUTH3|NEKARARA COLONY
29200906101|LOYALA COMPOSITE PU COLLEGE|BANGALORE|SOUTH3|KALENA AGRAHARA
29200906102|HOLY SPIRIT SCHOOL|BANGALORE|SOUTH3|KALENA AGRAHARA
29200906201|BEES SCHOOL NO:48 BEES SCHOOL ROAD NYNAPPANAHALLI BANGALORE|BANGALORE|SOUTH3|NYANAPPANA HALLI
29200906301|NEW ARAVIND MEMORIAL ENGLISH SCHOOL NO; 20 5TH CROSS. 3RD MAIN BTM 4TH STAGE 1ST BLOCK BANGLORE 76|BANGALORE|SOUTH3|KODICHIKKANA HALLI
29200906401|ST PETERS HIGH SCHOOL|BANGALORE|SOUTH3|DORESANIPALYA
29200906701|HOMBE GOWDA BOYS HIGH SCHOOL|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906702|NARMADA MEMORIAL SCHOOL|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906703|SRS ENGLISH HIGH SCHOOL|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906704|ESWARI ENGLISH MEDIUM HIGH SCHOOL|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906705|GHS HOMBE GOWDANAGARA|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906706|SMT. GANGAMMA HOMBE GOWDA GIRLS HIGH SCHOOL, HOMBE GOWDA NAGAR BANGALORE-27(S3)|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906707|SMT GANGAMMA HOMEGOWDA COMP PU COLLEGE|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906708|RANI SARALDEVI COMPOSITE PU COLLEGE|BANGALORE|SOUTH3|HOMBE GOWDANAGARA W NO
29200906801|LILY ROSE HIGH SCHOOL BANNERGHATTA ROSD BANGALORE|BANGALORE|SOUTH3|GURAPPANAPALYA W NO 64
29200906802|WISDOM PUBLIC HIGH SCHOOL BTM 1ST STAGE BANGALORE-560029|BANGALORE|SOUTH3|GURAPPANAPALYA W NO 64
29200906803|THE JAYANAGAR PARENTS ASSOICAT|BANGALORE|SOUTH3|GURAPPANAPALYA W NO 64
29310312301|PRASAD HIGH SCHOOL BYRAGONDALU|MADHUGIRI|KORATAGERE|BYRAGONDLU
29310312401|GCHS YALERAMPURA|MADHUGIRI|KORATAGERE|YALERAMPURA
29310313201|SRI K.M.M HIGH SCHOOL KURMKUTE|MADHUGIRI|KORATAGERE|KURAMKOTE
29310313301|SRI BYRAVESHWARA RURAL HIGH SCHOOL MANUVINAKURIKE|MADHUGIRI|KORATAGERE|MANAVINAKURKE
29310314201|VISHWABHARATHI HIGH SCHOOL MAVATHURU|MADHUGIRI|KORATAGERE|MAVATHUR
29310314401|GHS LINGAPURA|MADHUGIRI|KORATAGERE|LINGAPURA
29310615201|GCHS HETTAPPANAHATTI|MADHUGIRI|SIRA|SHEEBIAGRAHARA
29310615202|SHREE BOMMALINGESHWARA RURAL HIGH SCHOOL AMALAGONDI|MADHUGIRI|SIRA|SHEEBIAGRAHARA
29310615601|AR - REHAN PU COLLEGE GUMMANAHALLI (PU)|MADHUGIRI|SIRA|YELIURU
29310615901|GCHS DODDA AGRAHARA|MADHUGIRI|SIRA|DODDAAGRAHARA
29310617602|GHS SAKSHIHALLI|MADHUGIRI|SIRA|SAKSHIHALLI
29310617801|SRI THAMMANNA MEMORIAL HIGH SCHOOL KURUBARAHALLI|MADHUGIRI|SIRA|KUMBARAHALLI
29310617901|SRI SIDDAGANGA RURAL HIGH SCHOOL TARUR|MADHUGIRI|SIRA|THARURU
29310618001|SRI MARADI RANGANATHA SWAMI RURAL HIGH SCHOOL NH4 KALLAMBELLA|MADHUGIRI|SIRA|KALLAMBELLA
29310618002|SRI MARADI RANGANATHA HIGH SCHOOL KALLAMBELLA|MADHUGIRI|SIRA|KALLAMBELLA
29310618501|SRI K MALLANNA MERORIAL HIGH SCHOOL KATAVEERANAHALLI|MADHUGIRI|SIRA|KATAVEERANAHALLI
29310619501|GCHS MADDAKKANAHALLI|MADHUGIRI|SIRA|MADDAKANAHALLI
29310620101|G.P.U. COLLEGE PATTANAYAKANAHALLI SIRA TQ (PUC)|MADHUGIRI|SIRA|NADURU
29310620201|GJC SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620202|GHS URDU SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620203|GJC GIRLS SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620204|SRI GAJANANA GIRLS HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620205|MGM HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620206|KALIDASA HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620207|SRI GAJANANA RURAL HIGH SCHOO SANTHE PETE SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620208|LUBNA HIGH SCHOOL ASAR MOHAL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620209|DEEPASHREE ENGLISH HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620210|SRI VASAVI ENGLISH HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620211|MANJUSHREE ENGLISH HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620212|POONAM HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620213|MADHAVA VIDYA MANIDARA SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620214|NATYASARASWATHI HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620215|AL AMEEN GIRLS HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620216|MALNAD ENGLISH HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620217|THE PRESIDENCI PUBLI HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620218|R REHAN HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620220|K.MALLANNA SMARAKA P.U COLLEGE HANUMANATHANAGARA SIRA TQ|MADHUGIRI|SIRA|SIRA WARD1
29310620222|S.K.M.M.R.PU.COLLEGE  NH 4 SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620224|HAVANUR P.U COLLEGE BUKKAPATANA ROAD NEAR BY PASS SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620225|SRI BOMMALINGESWARA P.U COLLEGE SHIDLE KONA GOPALADEVARA HALLI SIRA TQ|MADHUGIRI|SIRA|SIRA WARD1
29310620227|GOVT P.U COLLEGE SIRA TQ|MADHUGIRI|SIRA|SIRA WARD1
29310620228|GOVT INDEPENDENT P.U COLLEGE HUILDORE BUKKAPATANA HOBLI SIRA TQ|MADHUGIRI|SIRA|SIRA WARD1
29310620229|GOVT P.U COLLEGE FOR GIRLS SIRA TQ|MADHUGIRI|SIRA|SIRA WARD1
29310620230|ST ANNES HIGH SCHOOL SIRA|MADHUGIRI|SIRA|SIRA WARD1
29310620232|SRI MORRJI DESAI RESIDENTIONAL SCHOOL SIRA TOWN|MADHUGIRI|SIRA|SIRA WARD1
29310620301|PRESIDENCY PU COLLEGE SIRA W-2|MADHUGIRI|SIRA|SIRA WARD2
29310620501|AKKAMAHADEVI INDIPINDENT PU COLLEGE SIRA W-4 (PU)|MADHUGIRI|SIRA|SIRA WARD4
29310620601|GOVT COMPOSIT PU COLLEGE SIRA W-5 (PU)|MADHUGIRI|SIRA|SIRA WARD5
29310622401|S.H.M.M.R PU COLLEGE SIRA W-23|MADHUGIRI|SIRA|SIRA WARD23
29310622402|HAVANUR PU COLLEGE SIRA W-23 (PU)|MADHUGIRI|SIRA|SIRA WARD23
29310623801|GJC P.N HALLI|MADHUGIRI|SIRA|PATTANAYAKANAHALLI
29310623802|SRI MANNAMMA RESIDENTIONAL HIGH SCHOOL P.N HALLI|MADHUGIRI|SIRA|PATTANAYAKANAHALLI
29310623803|SRI GURUGUNDA BRAMESHWARA SWAMY GIRLS HIGH SCHOOL P.N HALLI|MADHUGIRI|SIRA|PATTANAYAKANAHALLI
29310623804|SHANTHINIKETHANA HIGH SCHOOL P.N HALLY|MADHUGIRI|SIRA|PATTANAYAKANAHALLI
29310623805|G.P.U. COLLEGE PAT TANAYAKANAHALLI SIRA TQ (PUC)|MADHUGIRI|SIRA|PATTANAYAKANAHALLI
29310624101|GHS NARAYANAPURA GATE|MADHUGIRI|SIRA|NARAYANAPURA
29310626301|SRI BOMMALINGESHWARA HIGH SCHOOL SHIDLEKONA|MADHUGIRI|SIRA|SHIDLEKONA
29310626302|SRI BOMMALINGESWARA COMPOSITE P.U. COLLEGE SHIDLEKONA SIRA TQ (PUC)|MADHUGIRI|SIRA|SHIDLEKONA
29310626401|GCHS BENCHE BASAVANAHALLI|MADHUGIRI|SIRA|BENCHE
29310628101|RURAL HIGH SCHOOL HULIKUNTE|MADHUGIRI|SIRA|HULIKUNTE
29320500701|GHS GANGONAHALLI|RAMNAGARA|MAGADI|GANGONAHALLI
29320501301|SARVODAYA HIGH SCHOOL|RAMNAGARA|MAGADI|HULLENAHALLI
29320501801|GHS SANKIGHATTA|RAMNAGARA|MAGADI|SANKIGHATTA
29320502302|GOVT JUNIOR COLLEGE 11-12|RAMNAGARA|MAGADI|THIPPASANDRA
29320502303|SREE RANGANATHSWAMY RURAL HIGH SCHOOL|RAMNAGARA|MAGADI|THIPPASANDRA
29320502601|GRAMA SEVA NIVASITHA HIGH SCHOOL|RAMNAGARA|MAGADI|BAGINAGERE
29320504201|GHS SIVANASANDRA|RAMNAGARA|MAGADI|SHIVANASANDRA
29320504301|KRS GHS SUGGANAHALLI|RAMNAGARA|MAGADI|SUGGANAHALLI
29320504302|SRI SHUKAMAHARSHI P.U. COLLEGE|RAMNAGARA|MAGADI|SUGGANAHALLI
29320504801|SREE SIDDARTHA RESIDENTIAL HIGH SCHOOL|RAMNAGARA|MAGADI|CHIKKAMASKAL
29320505201|GHS SHRIGIRIPURA|RAMNAGARA|MAGADI|SRIGIRIPURA
29320505501|SREE BASAVESWARA HIGH SCHOOL|RAMNAGARA|MAGADI|HULIKAL
29240300801|ST LAWRENCE E.M. HS, BONDEL|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-19
29240300802|MAHATMA GANDHI CENTENARY HS, BONDEL|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-19
29240300803|MGC PUC, BONDEL (PUC)|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-19
29240300901|GOVT COMPOSITE HS, NALYAPADAV|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-21
29240301001|ST ANNS HS, KUNTIKANA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-22
29240301101|SRI RAMASHRAMA HS, KONCHADY|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-23
29240301102|SRI RAMASHRAMA PUC, KONCHADY (PUC)|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-23
29240301103|MOUNT CARMEL CENTRAL SCHOOL, MARYHILL|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-23
29240301201|BEARYS HS, HATHILL|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-24
29240301202|LADYHILL VICTORIA GIRLS HS, ASHOKNAGAR|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-24
29240301203|VICTORIA PUC, LADYHILL (PUC)|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-24
29240301301|ASHOKA VIDYALAYA, ASHOKANAGAR|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-25
29240301401|ST. ALOYSIUS E.M.UPS, URWA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-26
29240301402|POMPEI HS, URWA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-26
29240301501|GPUC, BOKKAPATNA ( PUC)|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-27
29240301502|AMRITHA VIDYALAYA, BOLAR|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-27
29240301503|GPUC, BOKKAPATNA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-27
29240301701|CANARA HS, URWA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-29
29240301702|MANGALA E.M HS, MANNAGUDDA|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-29
29240301703|VAISHNAVI CHETHANA PUC, LALBAGH (PUC)|DAKSHINA KANNADA|MANGALORE CITY|WARD NO-29
